faiss_row,logical_product_id,chunk_source,token_count,chunk_text
1466,P0717,description,453,"Name: Mini Translucent Loose Setting Powder Ultra-Blur
Brand: Laura Mercier
Category: Setting Spray & Powder
Description: Laura Mercier's Mini Translucent Loose Setting Powder Ultra-Blur is infused with hyaluronic acid for comfortable, up to 16-hour wear and ultra-blurring power. Details Benefits Key Ingredients Formulated Without Infused with ultra-blurring ingredients like amino acid & silica powders to blur away the look of pores, fine lines, and imperfections Total shine control & zero photo flashback Hyaluronic acid makes the powder comfortable for all skin types; ideal for dry skin Amino acid & silica powders create a soft-focus effect on fine lines, pores, and imperfections Parabens Phthalates Mineral oil Sulfates SLS & SLES Fragrance Formaldehydes Silicones How To Use To achieve the Flawless Face, sprinkle a dime size amount of powder in the cap. Pick up the powder with the Velour Puff working powder into puff by folding and rubbing the halves together. Tap off excess on back of hand. Press puff onto skin using a rolling motion to marry product into skin and set makeup. The finishing step to achieving Laura's iconic Flawless Face, pair with your favorite Pure Canvas Primer and Laura Mercier Foundation or Tinted Moisturizer for her signature ""no makeup, makeup"" look. Velour Puff, Pure Canvas Primer, and Laura Mercier Foundation or Tinted Moisturizer each sold separately. Pro-Tips: For brightening for light to medium skin tones, apply Translucent Loose Setting Powder Ultra-Blur Tone-Up to the high points of the face (undereye, tops of cheek bones, chin, jawline, center of forehead). For medium-deep to deep skin tones, apply Translucent Loose Setting Powder Ultra-Blur Honey to the high points of the face to brighten."
1467,P0717,platform_summary,129,"Name: Mini Translucent Loose Setting Powder Ultra-Blur
Brand: Laura Mercier
Category: Setting Spray & Powder
Pros: smooth/creamy texture, long-lasting wear, matte finish/oil control, natural-looking finish, blends easily, does not emphasize lines/wrinkles, easy to apply/use, glowy/radiant finish
Cons: cakey finish, too expensive/poor value
Best uses: setting makeup, travel/on-the-go touch-ups, eyeshadow/eye looks, professional/MUA kit"
1468,P0718,description,408,"Name: Mini Vitamin Enriched Face Base Moisturizer & Primer with Vitamin C + Hyaluronic Acid
Brand: BOBBI BROWN
Category: Face Primer
Description: Bobbi Brown's Vitamin Enriched Face Base is a hydrating primer that instantly nourishes, plumps, and preps skin - blending the performance of a makeup primer with the cushion of a moisturizer. Details Benefits Research Results Formulated Without A blend of Vitamins B, C and E helps replenish and condition skin with essential nourishment. A moisturizing complex of Hyaluronic Acid, Squalane, and Shea Butter helps instantly hydrate, plump, and prep skin for a fresh, healthy-looking glow. Rich yet lightweight and fast-absorbing primer texture cushions skin and grips foundation for smooth, flawless makeup application. Grapefruit and Geranium leave a light, uplifting scent on skin. From consumer testing on 123 women after using product for one week: 98% said it left skin looking rejuvenated.96% said it left skin feeling nourished and conditioned. 96% said it left skin feeling moisturized throughout the day. 96% said it left skin looking healthy. 95% said it left skin feeling healthy and infused with moisture. 95% said it gripped makeup for flawless application. 95% said it layers well with makeup, helping makeup apply smoothly and evenly. 93% said if left skin feeling plumped. 91% said it improved the look of foundation. Parabens Phthalates Sulfates Animal-Derived Ingredients Gluten How To Use Massage moisturizer primer base onto just-cleansed skin, avoiding eye area. Use with Vitamin Enriched Eye Base to achieve moisturizing prep for undereyes. Ingredients"
1469,P0718,platform_summary,133,"Name: Mini Vitamin Enriched Face Base Moisturizer & Primer with Vitamin C + Hyaluronic Acid
Brand: BOBBI BROWN
Category: Face Primer
Pros: good value/affordable, hydrating/non-drying, glowy/radiant finish, smooth/creamy texture
Cons: too expensive/poor value, drying/emphasizes dry patches, strong/unpleasant scent, heavy/thick feel
Best uses: under foundation/makeup, dry skin, mature skin, sensitive skin, travel/on-the-go touch-ups"
1470,P0719,description,124,"Name: Miracle Matte Universal Finishing Pressed Powder
Brand: FLOWER Beauty
Category: Setting Spray & Powder
Description: FLOWER Beauty's Miracle Matte Universal Finishing Powder sets makeup and smooths the appearance of fine lines and pores for a flawless, matte finish. Details Benefits A universal pressed powder that flatters every skin tone and creates a soft-focus effect for seamless results Includes a mirror and a sponge to stay beautifully matte while on-the-go"
1471,P0719,platform_summary,174,"Name: Miracle Matte Universal Finishing Pressed Powder
Brand: FLOWER Beauty
Category: Setting Spray & Powder
Pros: does not emphasize lines/wrinkles, long-lasting wear, smooth/creamy texture, gentle/non-irritating, glowy/radiant finish, good value/affordable, good/buildable coverage, hydrating/non-drying, lightweight feel
Cons: cakey finish, causes irritation/burning, creases/settles into lines, drying/emphasizes dry patches
Best uses: oily skin, setting makeup, under-eye dark circles/brightening, alone instead of foundation, dry skin, humid/hot weather, sensitive skin, travel/on-the-go touch-ups"
1472,P0720,description,272,"Name: Mist Thing Hydrating Setting Spray
Brand: r.e.m. beauty
Category: Setting Spray & Powder
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free r.e.m. beauty's skincare-powered mist thing hydrating setting mist hydrates in an instant, locks down makeup & leaves a natural finish. Details Features Key Ingredients Research Results Extends and protects makeup for all day wear Provides immediate and overtime hydration Improves the look of makeup?Wears comfortably and is non-sticky Contains a custom raspberry-rose scent black tea ferment (kombucha) helps improve the skin barrier goji berry extract delivers an antioxidant boost snow mushroom extract penetrates skin for deep hydration 97% say that it provides a healthy, fresh and weightless look and feel 97% say that it improves the look of makeup 97% say it has a comfortable, non-sticky feel on skin 97% say it enhances the look of makeup and keeps makeup from smudging How To Use shake well before use. hold mist 8-10 inches from face, close eyes and spritz directly onto skin after applying makeup."
1473,P0720,platform_summary,67,"Name: Mist Thing Hydrating Setting Spray
Brand: r.e.m. beauty
Category: Setting Spray & Powder
Pros: hydrating/non-drying, glowy/radiant finish
Cons: drying/emphasizes dry patches
Best uses: everyday wear"
1474,P0721,description,356,"Name: ModCon Liquid-Gel Blush
Brand: KVD Beauty
Category: Blush
Description: Conscious Beauty at Ulta BeautyTM Vegan KVD Beauty ModCon Liquid-Gel Blush is a lightweight, long-wear liquid-gel blush for a modern, dewy, gelly skin look. Details Benefits Key Ingredients Research Results Gelly skin is dewy, hydrated, glowing skin with a punch of color You're in full control: Build it up without moving foundation or getting streaky, tacky or patchy Lightweight, shimmer-free blush melts on easily & feels like a second skin Innovative formula helps keep skin looking hydrated, bright & smooth Won't highlight texture 100% vegan ModCon stands for Modern Contour: breakthrough formulas to instantly add depth + dimension to your face Vegan Gelly System helps it last all day 97% of users agreed this blush feels weightless on skin* 93%* of users agreed the blush is easy to apply 93% of users agree this blush does not feel tacky* 93% of users agreed this product applied seamlessly over foundation** *In a consumer study on 30 volunteers, immediately after application **In a consumer study on 30 volunteers, after 8 hours of wear How To Use Start with 1-2 dots, then use your fingers or a dense brush to dab and build ModCon wherever you want that gelly skin look. Don't overwork it. You're the artist: Mix shades together to create a fully custom color. Lock-It Setting Powder Avoid eye area."
1475,P0721,platform_summary,147,"Name: ModCon Liquid-Gel Blush
Brand: KVD Beauty
Category: Blush
Pros: glowy/radiant finish, natural-looking finish, blends easily, easy to apply/use, flattering/good shade match, long-lasting wear, smooth/creamy texture, strong pigmentation/color payoff, hydrating/non-drying
Cons: difficult to blend, shade/color mismatch or inaccurate photos, too expensive/poor value, too shiny/glittery
Best uses: cheeks/blush, dry skin, everyday wear, humid/hot weather, travel/on-the-go touch-ups"
1476,P0722,description,272,"Name: ModCon Liquid-Gel Contour
Brand: KVD Beauty
Category: Contouring
Description: Conscious Beauty at Ulta BeautyTM Vegan KVD Beauty ModCon Liquid-Gel Contour is a modern, lightweight, transfer-resistant liquid-gel contour to easily create lifelike dimension. Details Benefits Key Ingredients Features This versatile, long-wear contour gives you full control to crank up the contrast High-contrast pigments in an innovative clear base make this lightweight contour work like an actual shadow Easily blend it out and build it up-it won't move your foundation or get streaky, oily or patchy The hydrating formula helps keep skin looking fresh and smooth without magnifying texture Designed for a wide range of skin tones and undertones Daisy flower extract - Helps hydrate skin 100% of users agree that this contour doesn't require a lot of skills to apply* 100% of users agree that this contour is easy to build* *In a consumer study on 30 volunteers, immediately after application 100% of users agree that this contour does not disrupt their makeup/foundation** **In a consumer study on 30 volunteers, after 8 hours of wear How To Use"
1477,P0722,platform_summary,110,"Name: ModCon Liquid-Gel Contour
Brand: KVD Beauty
Category: Contouring
Pros: natural-looking finish, blends easily, flattering/good shade match, easy to apply/use, long-lasting wear, glowy/radiant finish, lightweight feel
Cons: cakey finish, difficult to blend
Best uses: bronzing/contouring, fair/light skin tones, oily skin, beginners/learning makeup, everyday wear, natural/light makeup looks"
1478,P0723,description,313,"Name: Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30
Brand: Clinique
Category: BB & CC Creams
Description: Clinique Moisture Surge CC Cream SPF 30 is one simple step for glowing skin. Moisturizes, perfects, and protects with SPF. Details Benefits Formulated Without All Skin Types. Coverage: Moderate. Finish: Natural. Lightweight formula instantly color corrects a range of complexion concerns - redness, dullness, sallowness - so all you see is a healthy-looking glow. Oil-free hydration and sunscreen mean a more flawless look tomorrow, too. Each versatile shade is appropriate for a range of skin tones and undertones. For lighter coverage, spot-apply CC Cream where skin looks red or dull. For moderate coverage, smooth it on bare skin or mix a little with your moisturizer. For fuller coverage, wear it under foundation. Dermatologist tested. Allergy tested. Parabens Phthalates Oil-free Non-acnegenic Fragrance How To Use Wear it alone or apply it over your favourite Clinique moisturizer (a great option for drier skins). For gentle, efficient removal, use any Clinique makeup remover. Men can wear it too-it blends easily for a healthy look."
